AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DLC count,About the game,Supported languages,Full audio languages,Reviews,Header image,Website,Support url,Support email,Windows,Mac,Linux,Metacritic score,Metacritic url,User score,Positive,Negative,Score rank,Achievements,Recommendations,Notes,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres,Tags,Screenshots,Movies
778570,Bustories,"Apr 19, 2018",0 - 20000,0,0,3.99,1,"Bustories - A Bus Travel Simulator. A small visual novel about bus trips and conversation with different companions, whom you see for the first and last time in your life. Every new trip is slightly different from the previous one. March. Evening. It was already dark outside. I'm on the bus home, with a disgusting mood. I look out the window, listen to music. I'm sorting through the concept for a new game. And at some point I realized that no one had yet done a bus travel simulator, where you are the passenger. Yes, the passenger, not the driver. Immediately I took out the phone, and began to write the ideas.",['English'],[],,https://cdn.akamai.steamstatic.com/steam/apps/778570/header.jpg?t=1638289895,,https://twitter.com/JustAGameMaker,,True,False,False,0,,0,28,16,,2,0,,0,0,0,0,Nikita P.,Nikita P.,"Single-player,Steam Achievements","Adventure,Casual,Indie,Simulation","Casual,Adventure,Indie,Simulation,Singleplayer,Atmospheric,Mouse only,Funny,Experimental,Colorful,Short,Great Soundtrack,Relaxing,Dark Humor,Action,Survival,2D,Cyberpunk,Visual Novel,Memes","https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_3765492017fe1d16fc50093696c6fa6769ca6de2.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_49e88beb2cf3f63ecad73d510a7d6e3beab842b9.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_0671559356a3efcf80c48f87af84c99c2a40c727.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_682880b76902f416f95652dd3ddf8c8fb893c40e.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_d809df2e3b495a1196bbf4f44114f6d08754e5eb.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_6b7e179f8d61e91545fc3b791b3d02cd1e3444d9.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_ea8875ecdb4506499ff3366b44f369c9e20f20ab.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_4d2126693d436dcc7d31bbee1d6b1ed62036ecd3.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_9250251e21ca788feae7e7cd4689aad8c68ce4be.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_4748aa1a4fb5182c5453fe4b2ed68c1cc2d716a9.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_1f10469d9497e14b7b777678d5612ac44e23ed12.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_2a44ec003a6375f468fd6c2ec0a635a0fd58f19a.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_a8bc3f1a54ddc3e3b1378127bba4a93a659b4a6f.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_2f6bcbb919ea2d3891fc2eb0adf1aab51532688d.1920x1080.jpg?t=1638289895,https://cdn.akamai.steamstatic.com/steam/apps/778570/ss_9c9a85c3437c08c52fe9313fed1e8ee652b10d07.1920x1080.jpg?t=1638289895",http://cdn.akamai.steamstatic.com/steam/apps/256712488/movie_max.mp4?t=1522177745
1639300,My devil's voice (MLA),"Aug 30, 2022",0 - 20000,21,0,16.99,0,"The infernal authorities entrusted the Ambitious Demon with a new business - to look after a small town. He is already ready to lead the inhabitants to the most terrible manifestations of the Fall in their lives, but, unfortunately, the heavenly administration also does not sleep and directs her to counterbalance the equally ambitious angel in order to maintain the balance of power. You have to help the demon in the confrontation with the angel and persuade the inhabitants of the city to fall into sin. * Visual Novel with corruption of the main heroine. * 3 endings. * 4-8 hours for full walkthrough. * more than 40 CG. Original version of the game.","['English', 'Russian']",[],,https://cdn.akamai.steamstatic.com/steam/apps/1639300/header.jpg?t=1662295914,,Fap.st@yandex.ru,,True,False,False,0,,0,0,0,,17,0,contains sexual scenes,0,0,0,0,"Feo,Nesh",Feo,Single-player,"Adventure,Casual,Indie",,"https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_3815d847d379a010ff9c1718c5ab51677e3935b1.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_84445e03c193807b353cf5ea578ec16fcf9c7044.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_7eb19595d09695812b90988130bf439d0cc77fdc.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_16a04d8c6ee40523d77b68d53f8c73d788b17e65.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_9dd8533ae768b879d70000cdb9d67399b74c7ebe.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_d719776e074463bc57377c73722d2d8f9fd720d0.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_18a32d77ec7abb62b1c92eb54f303d32e3449d69.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_4e128433937aa70bd49fa40bd18d96b1b8fbdbe1.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_9dcc7b6e0dec590e90965a6fbd3d6ca28f8a200a.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_465673328b7be73d966b4d9e462cfeee84d611bb.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_f20daedc5cb61c5de59590ef31efbad4620b4b97.1920x1080.jpg?t=1662295914,https://cdn.akamai.steamstatic.com/steam/apps/1639300/ss_3c63aedc64e1b0ad8c8917197e57380dfb0e3ded.1920x1080.jpg?t=1662295914",http://cdn.akamai.steamstatic.com/steam/apps/256903654/movie_max.mp4?t=1661977083
1682210,You Can't Finish,"Jul 22, 2021",0 - 20000,0,0,1.99,0,You need to go all way from start to finish in this 3D platformer. This game has only one level and one life to complete. One mistake on the way - you start the level over again. You will receive funny motivational tips along the way. There are many obstacles to overcome in the game. So try to finish.,"['English', 'Russian']",[],,https://cdn.akamai.steamstatic.com/steam/apps/1682210/header.jpg?t=1648023361,,vk.com/ilmirnasertdinov,,True,False,False,0,,0,8,0,,0,0,,0,0,0,0,Ilmir Nasertdinov,Ilmir Nasertdinov,Single-player,"Adventure,Indie","Adventure,Platformer,3D Platformer,Indie,3D,Perma Death,Singleplayer","https://cdn.akamai.steamstatic.com/steam/apps/1682210/ss_4677d6be7b89ab27e01d432006a2118d09b5958b.1920x1080.jpg?t=1648023361,https://cdn.akamai.steamstatic.com/steam/apps/1682210/ss_f91ff9e798b8bfea8971ae959750980cb7fd5e12.1920x1080.jpg?t=1648023361,https://cdn.akamai.steamstatic.com/steam/apps/1682210/ss_5e105cfe8d3fe6ef8205c0ff1f346491b0ebc870.1920x1080.jpg?t=1648023361,https://cdn.akamai.steamstatic.com/steam/apps/1682210/ss_6899c7f8d3e1f13e05e4a7586ed4e5821cab763b.1920x1080.jpg?t=1648023361,https://cdn.akamai.steamstatic.com/steam/apps/1682210/ss_104ddb2f56bb7d74e951afe87eefb6513094ce10.1920x1080.jpg?t=1648023361",http://cdn.akamai.steamstatic.com/steam/apps/256840883/movie_max.mp4?t=1625761458
1423830,Cave Crawl,"Oct 25, 2020",0 - 20000,0,0,5.99,0,"Cave crawl is an action-packed first-person melee adventure where you navigate your way through chambers of enemies to hopefully climb out alive. On the way you may find mysterious merchants who sell strange and curious items to aid you on your journey. Game mechanics Fight your way through 5 levels containing 4 rooms with random layouts of enemies and objects. Use your sword to defeat your enemies with either a slower heavy attack dealing more damage or a quicker attack dealing less damage. Deflect incoming damage with a well-timed deflect to be able to buy you some time for your next attack. If your back is against the wall you can always try to escape with a rechargeable dash to increase the distance between you and the enemy. Buy upgrades from the store to modify your sword to be longer for reach, heavier for dealing more damage, more health, faster attack speed or faster dash recharge.",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/1423830/header.jpg?t=1603652735,,https://twitter.com/HenrikPira,,True,False,False,0,,0,2,0,,0,0,,0,0,0,0,Henrik Pira,Henrik Pira,Single-player,"Action,Indie","Action,Action-Adventure,Character Action Game,Hack and Slash,3D,First-Person,Singleplayer,Indie","https://cdn.akamai.steamstatic.com/steam/apps/1423830/ss_8acb55be5ca52e899c552efb8514b156d64d5e54.1920x1080.jpg?t=1603652735,https://cdn.akamai.steamstatic.com/steam/apps/1423830/ss_4664df09dc66442d18f13c87fa0244305fe3854d.1920x1080.jpg?t=1603652735,https://cdn.akamai.steamstatic.com/steam/apps/1423830/ss_d78cbd4b4b8571ec614eb05e2b51b803ad817939.1920x1080.jpg?t=1603652735,https://cdn.akamai.steamstatic.com/steam/apps/1423830/ss_61f57116bbd234786da63c0d3df501c0b6b59f9f.1920x1080.jpg?t=1603652735,https://cdn.akamai.steamstatic.com/steam/apps/1423830/ss_00bbf30f2ee71f7f5d915a0cb963a74103d8bfab.1920x1080.jpg?t=1603652735",http://cdn.akamai.steamstatic.com/steam/apps/256806320/movie_max.mp4?t=1603648159
1187910,Third Rule of Universe.,"Nov 15, 2019",0 - 20000,0,0,3.99,0,"Third Rule of Universe is a shoot'em up game with stylized visuals, a detailed story, dynamic gameplay, and fabulous music. Main features: 30 levels. Each of them is a chapter in the story. Each level sets you up for a plot-advancing event. 5 types of ships available. Each one with their own features. 4 active skills, 3 active energetic auras, 16 passive skills. Stylish, colorful 2D graphics. 17 soundtracks. 7 different races that you’ll meet. Dozens of ships, stations, and bosses.",['English'],[],,https://cdn.akamai.steamstatic.com/steam/apps/1187910/header.jpg?t=1577326623,,,mifosgames@gmail.com,True,False,False,0,,0,2,1,,0,0,,0,0,0,0,Mifos Games,Mifos Games,Single-player,"Action,Indie,RPG","Action,RPG,Indie","https://cdn.akamai.steamstatic.com/steam/apps/1187910/ss_177ef73d9d4e6ec7696c977400025f53c9731e33.1920x1080.jpg?t=1577326623,https://cdn.akamai.steamstatic.com/steam/apps/1187910/ss_f9fa912d8ad3ca4b25a2e2a4459090e326ed413e.1920x1080.jpg?t=1577326623,https://cdn.akamai.steamstatic.com/steam/apps/1187910/ss_d86057fbe22e1f71fe17020c2e830909da4140f0.1920x1080.jpg?t=1577326623,https://cdn.akamai.steamstatic.com/steam/apps/1187910/ss_908a8164d5a16bbba8f9e50598434aa03e3b08fe.1920x1080.jpg?t=1577326623,https://cdn.akamai.steamstatic.com/steam/apps/1187910/ss_a8f309d6f707962a780673a17b02a4c7a2e3f35e.1920x1080.jpg?t=1577326623",http://cdn.akamai.steamstatic.com/steam/apps/256766186/movie_max.mp4?t=1573569726
1037270,酔いどれクイズshow 標鍛,"Mar 11, 2019",0 - 20000,0,0,2.99,0,"It is a quiz variety program that is currently a social problem In this program, it is said that if the Challenger challenges four genres and clears all, they will be able to get luxurious prizes Although it is a program that often happens The problem is that if the quiz fails, the challenger is put to drink It means that the sake is presented to the viewer The person who is made to drink returns to the original after a certain time after being released from the body of the person who ingested This is causing various problems I was invited to such a program I'm terribly worried",['Japanese'],[],,https://cdn.akamai.steamstatic.com/steam/apps/1037270/header.jpg?t=1554784715,,https://twitter.com/ekusutola,,True,False,False,0,,0,1,0,,0,0,,0,0,0,0,ekusutola,ekusutola,Single-player,"Indie,Simulation","Indie,Simulation","https://cdn.akamai.steamstatic.com/steam/apps/1037270/ss_32ef7e26a72fe057e16ffe887c1665ad3c8d9466.1920x1080.jpg?t=1554784715,https://cdn.akamai.steamstatic.com/steam/apps/1037270/ss_a6362093316c8de0b8f29b972bd11a6480f1a662.1920x1080.jpg?t=1554784715,https://cdn.akamai.steamstatic.com/steam/apps/1037270/ss_049d69235a454c80600e256516db5458507d9ae8.1920x1080.jpg?t=1554784715,https://cdn.akamai.steamstatic.com/steam/apps/1037270/ss_a2782bb9c3f8e5b0a2d706e8451b39771edbdae2.1920x1080.jpg?t=1554784715,https://cdn.akamai.steamstatic.com/steam/apps/1037270/ss_5ecd62ec83856fc3fd2cf133d500c2e2da7a5979.1920x1080.jpg?t=1554784715",http://cdn.akamai.steamstatic.com/steam/apps/256744332/movie_max.mp4?t=1552268844
886360,Casino Mega Collection,"Jul 2, 2018",0 - 20000,4,0,6.99,0,"Casino Mega Collection features 60+ casino table games and video slot variations. Enjoy the following games: No-limit Texas Hold 'Em and other casino poker games. Poker tournaments and custom scenarios. Casino Blackjack, Roulette, Craps, Pai Gow, Let It Ride, Caribbean Stud, and many more! Video slots, poker, and keno. Four unique video slots with bonus games. Features relaxing gameplay that's fun for the whole family. Big cards for easy readability. Customizable interface with modern, easy-to-use design. Multiple skill levels, tutorials, and stat tracking. 25 card backs and 5 decks to choose from.",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/886360/header.jpg?t=1572818916,http://www.gunnargames.com/,http://www.gunnargames.com/support.html,support@gunnargames.com,True,False,False,0,,0,17,11,,0,0,,0,0,0,0,Gunnar Games,Gunnar Games,Single-player,Casual,Casual,"https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_6888e03135b642d275c80661a85cb68ad11699ae.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_4ce243512a68e9e6adba1fe88c228f4f23fcdc03.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_e6c653ca907199990841a21c011636b3eb9d6f90.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_bdd49b2bfab5743db2df0863a7ee19c73c6d9e38.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_fc48bf54b097ead3c24777fcfc04433a6dad1b48.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_50ef740f8b8bce095ab56ef87cd5256abe3f9a08.1920x1080.jpg?t=1572818916,https://cdn.akamai.steamstatic.com/steam/apps/886360/ss_0c246c8eebb3b15ccb92cf68e129eb906ca629c9.1920x1080.jpg?t=1572818916",http://cdn.akamai.steamstatic.com/steam/apps/256720108/movie_max.mp4?t=1529367256
1403520,Forest Farm,"Nov 3, 2021",0 - 20000,0,0,9.99,0,"JOIN OUR DISCORD OPEN WORLD FARMING SANDBOX Work your overgrown forest into a thriving farm! Clear the forests, grow crops, keep animals, craft fences and more! Turn a wild landscape into your dream farmstead. FEED THE CITADEL Complete Quests for the citizens of the Citadel to earn their respect, unlocking more quests for players to discover. GROW A BOUNTIFUL HARVEST Select from 24 plants, vegetables and fruit to grow, from 8 different layers - trees, fruit trees, bushes, herbaceous, ground covers, root vegetables, vines and flowers. DESIGN YOUR GARDEN LAYOUT Do you prefer your garden in tidy rows, many small gardens, or one large plot? Layout your garden by digging garden plots in your own custom design. SWING YOUR TOOLS INTO ACTION Level up your tools with every use - Clear the forests with your axe, dig plots with your shovel, break up stones with your pick axe, catch fish with your fishing rod and collect water with your bucket. UPGRADE AND IMPROVE Upgrade your farm by crafting or purchasing fences to protect your plots and keep your animals contained, raised beds to grow at hip height, coops for your smaller animals, stepping stones for design and more. VISIT THE MARKET Trade your fruit and vegetables at the local market to earn gold coins. Spend your gold at the builder to purchase farm upgrades, the animal trader to buy more livestock and the vegetable market to acquire more seeds. SNAP, SMOOTH AND TELEPORT Use your favourite locomotion style - Snap turn with joystick movement. smooth turn with joystick movement, and teleport with snap turn locomotion options See Announcements for New Features Highlights!",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/1403520/header.jpg?t=1657628055,https://tonicgamesaustralia.com/,https://tonicgamesaustralia.com/,nic.j.schubert@gmail.com,True,False,False,0,,0,10,5,,0,0,,0,0,0,0,Nic Schubert,Tonic Games Australia,"Single-player,Partial Controller Support","Casual,Indie,RPG,Simulation","Farming Sim,RPG,Exploration,Immersive Sim,Sandbox,Fishing,3D,First-Person,VR,Relaxing,Choices Matter,Agriculture,Farming,Medieval,Management,Trading,Casual,Building,Crafting,Nature","https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_a5b91f90e50e281263572ab83908803215ac9302.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_18ffb1a110d2815b8ec4f2cedf58afbc79b8ec9e.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_c53d5ce110d51bf621173fc4cdb9019c51913128.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_3e0c41b857aa7d5b6dd6848262bb7f6e6e9f0070.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_256401590c1d587dec7b6c209e41908184f4d2e1.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_029f4d47c61b28473b02f30587e5e06f5a0e1d7d.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_3f198231c084ec09ce03610af3d2026a2e064a2d.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_096139ea8483cca90a8da5811d9501dcfffa3886.1920x1080.jpg?t=1657628055,https://cdn.akamai.steamstatic.com/steam/apps/1403520/ss_1951b67c3deefad28294323416eb562f26d19f0c.1920x1080.jpg?t=1657628055",http://cdn.akamai.steamstatic.com/steam/apps/256894840/movie_max.mp4?t=1657011312
1098640,Eormor: Shattered Lands,"Nov 8, 2019",0 - 20000,0,0,7.99,0,EORMOR: Shattered Lands is a hand-drawn empire building game set in a fictional medieval world. The Kingdom of Eormor has collapsed. Chaos spreads throughout the lands as the old order tries to retain control and new noble houses try to claim their piece of the world. Will your house succeed in these shattered lands? A turn-based strategy sandbox game Explore a unique fictional medieval world through conquest and diplomacy Fully hand-drawn graphics and interface Play as any of the available noble houses and choose your own strategy to stand the test of time Includes a level / save game editor,['English'],[],,https://cdn.akamai.steamstatic.com/steam/apps/1098640/header.jpg?t=1575640343,,,eormorgame@gmail.com,True,False,False,0,,0,6,4,,25,0,,0,0,0,0,PC van Eekelen,PC van Eekelen,"Single-player,Steam Achievements,Steam Cloud,Includes level editor","Indie,Simulation,Strategy","Turn-Based Strategy,Grand Strategy,Turn-Based Tactics,Hand-drawn,Wargame,Sandbox,Medieval,Diplomacy,Turn-Based,Strategy,2D,Top-Down,Turn-Based Combat,Simulation,Naval Combat,Fantasy,Tactical,Level Editor,Singleplayer,Indie","https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_39f27a86a29514a7f95e64aa2007bfef3faeb9b0.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_bad764634219c2532c3fca88620b90df4d63cf56.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_181757a2c13433c77ecddd3f390b055d66bd3d44.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_fe62a3c4b2af4f7be1bafc2f855b9a7fff10ef52.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_91be52013de7eb18ea15490ad52a3d82fcfbc1dc.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_dd78f1429d693bef2ff428c8a5b7c3e055fb0a03.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_9c3e72b0ae30dc89a71de48cd1ed74cffc0a2de6.1920x1080.jpg?t=1575640343,https://cdn.akamai.steamstatic.com/steam/apps/1098640/ss_56a32ff4a1a53341bf976e03fc0097cc7a872050.1920x1080.jpg?t=1575640343",http://cdn.akamai.steamstatic.com/steam/apps/256756014/movie_max.mp4?t=1563298353
755560,Arrowpoint,"Dec 11, 2017",0 - 20000,0,0,0.99,0,"Developer's Note Hi, I'm Alex Schearer the founder of Spotted Zebra Software. I've been making games for a while, but always in two dimensions. I wanted to learn how to make 3D games and decided that making a game a week was a good, challenging way to do so. Arrowpoint is my second week long game. You've got a bow, a horse, and a burning desire for glory. Luck would have it that there's a mysterious beast wandering the desert nearby, so what are you waiting for? Go forth and leave your mark on the world! Arrowpoint is a simple game about hitting a bunch of targets and waging battle with a huge beast. It's fun because firing arrows from horseback is fun and because waging war with giants is fun. I'm releasing Arrowpoint for one dollar so people can join me in this crazy game-a-week adventure. If you'd like to share your thoughts, please leave a review or post to the Steam forums. If I get enough feedback I will improve the game based on what player's want. Thanks for reading this; I really hope you enjoy the game! Alex Schearer - Spotted Zebra Software Gameplay Ride your horse and fire at increasingly more challenging targets. Wage battle with a giant monster. Record your name for eternity in the Steam Leaderboards. Controls Mouse only: Click to start moving. Hold down right-click to aim. Hold left-click to draw bow. Release left-click to fire arrow. Features Horseback archery Epic battle against a giant enemy Beautiful, 3D environment and effects Challenging level design Steam Leaderboards support Short, fun pick up and play gameplay",['English'],[],“[Spotted Zebra] really hit the bullseye with this tiny delight.” Rock Paper Shotgun,https://cdn.akamai.steamstatic.com/steam/apps/755560/header.jpg?t=1520235544,https://www.arrowpointgame.com,https://www.spottedzebra.us,aschearer@spottedzebra.us,True,False,False,0,,0,18,3,,6,0,,0,0,0,0,Spotted Zebra Software LLC,Spotted Zebra Software LLC,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Indie,Sports","Archery,Action,Adventure,Indie,Sports,Arcade","https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_b59880f0480eca577089259d8d31cc50ec18cab0.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_76e5e5ac4b9ea180ab624f514f6fe6d28362a359.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_c68eb686cb00e5b6a3a47b814202f277738a5756.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_7a2443976c509058fab5623159ac371ef096396b.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_82a03809ed4155e61aaa61a489d75ece54d26f2a.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_c2ad55ae97c72d3b92edebcd1b19c6be0ec66254.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_761a0bbadfda89ad305feff7477a4a261148bccf.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_217f4e9cdd74626f3d688fcd2e5ed2392c7ea898.1920x1080.jpg?t=1520235544,https://cdn.akamai.steamstatic.com/steam/apps/755560/ss_fafe5589b67e8dfb1aba9bc66446a4c542b8dc27.1920x1080.jpg?t=1520235544",http://cdn.akamai.steamstatic.com/steam/apps/256701574/movie_max.mp4?t=1520235533
